,Unnamed: 0,Monit_MAP_CODE1,Year,avg(PIN),avg(ACRES_POLY),avg(TOTAL_TAX),avg(TAX_CAPAC),avg(FIN_SQ_FT),avg(NUM_UNITS),avg(EMV_LAND),avg(EMV_TOTAL),avg(GARAGESQFT),avg(EMV_BLDG),avg(SALE_VALUE),avg(ACRES_DEED),avg(YEAR_BUILT),count(PIN),count(ACRES_POLY),count(TOTAL_TAX),count(TAX_CAPAC),count(FIN_SQ_FT),count(NUM_UNITS),count(EMV_LAND),count(EMV_TOTAL),count(GARAGESQFT),count(EMV_BLDG),count(SALE_VALUE),count(ACRES_DEED),count(YEAR_BUILT),stddev_samp(PIN),stddev_samp(ACRES_POLY),stddev_samp(TOTAL_TAX),stddev_samp(TAX_CAPAC),stddev_samp(FIN_SQ_FT),stddev_samp(NUM_UNITS),stddev_samp(EMV_LAND),stddev_samp(EMV_TOTAL),stddev_samp(GARAGESQFT),stddev_samp(EMV_BLDG),stddev_samp(SALE_VALUE),stddev_samp(ACRES_DEED),stddev_samp(YEAR_BUILT),LAKE_NAME_x,CITY,COUNTY,MAJOR_WATERSHED_x,avg(Secchi_Depth_RESULT),avg(Total_Phosphorus_RESULT),stddev_samp(Secchi_Depth_RESULT),stddev_samp(Total_Phosphorus_RESULT),DNR_ID_Site_Number,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME_y,MAJOR_WATERSHED_y,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
24,24,27002802-01,2007,,1.1275572108049907,8858.980436148255,6837.635735439289,0.0,,199442.4302252535,498132.0380507942,,298689.6078255407,250343.0343713542,0.0,1738.7139908462714,11143,11143,11143,11143,11143,0,11143,11143,0,11143,11143,11143,11143,,2.535038490760848,93297.71850151256,60876.32235861143,0.0,,925690.8323376892,3091521.5493453443,,2290922.418181389,2468315.5065015526,0.0,622.0681983747934,Cornelia Lake,Edina,Hennepin,Lower Minnesota River,0.3846153846153845,0.193,0.18187062180825986,0.07977661118590894,27002802-01,-1.724337404,0.4147548203,0.3846153846,0.1818706218,0,0,0,13,0,1,0,0,0,0,0,4,7,1,0,Cornelia Lake,Lower Minnesota River,-93.33952406,44.88277422,13,12,4.0,2.75,F,Cornelia Lake-1,623,0.6426163724,2.0755002633,0,0,415000,195800.0,0.0,0.0,0,0,525,0,0,254950.0,230600.0,4490.0,2079.25,37,0
25,25,27062700-01,2007,,0.4858724897640864,4209.487502437122,3054.3642815363623,0.0,,80585.04971729383,269389.4755312927,,188804.4258139988,137681.4529147982,0.0,1905.7824527198286,25645,25645,25645,25645,25645,0,25645,25645,0,25645,25645,25645,25645,,1.5513673657767206,11468.2186954746,7504.582376497946,0.0,,155489.41729925846,503929.6226032978,,363133.678300009,346819.8938843642,0.0,337.68558860315943,Northwood Lake,New Hope,Hennepin,Mississippi River - Twin Cities,1.0400000000000005,0.2419,0.1429840705968481,0.1241472691783611,27062700-01,-1.527893829,0.4824113042,1.04,0.1429840706,0,0,0,8,1,0,1,0,0,0,0,6,4,0,0,Northwood Lake,Mississippi River - Twin Cities,-93.39171496,45.02556284,9,10,4.1111111111,2.4,D,Northwood Lake-1,1037,0.3600289296,1.3562820016,0,0,227000,46000.0,0.0,0.0,0,0,973,0,0,123900.0,125700.0,2891.0,642.0,36,0
26,26,82003600-01,2005,,10.526346153846154,753.8461538461537,0.0,0.0,,234898.0769230769,304332.6923076923,,69434.61538461539,6634.615384615385,17.991538461538454,0.0,52,52,52,52,52,0,52,52,0,52,52,52,52,,17.623219646289307,961.968149662612,0.0,0.0,,189573.7132129012,196036.30888295284,,107645.76234496909,33496.724362039124,19.190280871828534,0.0,Turtle Lake,May Township,Washington,Lower St. Croix River,1.3281428571428568,,0.4373832905554839,,82003600-01,,,1.3281428571,0.4373832906,0,0,0,5,2,0,0,0,0,0,0,4,3,0,0,Turtle Lake,Lower St. Croix River,-92.8674582,45.17814441,7,7,4.2857142857,2.4285714286,F,Turtle Lake-1,18,23.335,17.223689274,0,0,245750,113975.0,0.0,0.0,12,0,18,0,0,,,150.0,140.0,0,0
27,27,82002800-01,2013,,12.440952380952384,0.0,1505.111111111111,864.5714285714287,0.5714285714285714,148842.85714285713,233847.61904761905,840.741935483871,85004.76190476191,89946.03174603176,0.0,1123.3650793650793,126,126,126,126,126,126,126,126,62,126,126,126,126,,13.483123877118175,0.0,1408.4362973012146,816.4447751422888,0.496847202726495,109732.29929501806,140185.37767643854,374.1247243368537,88340.45311827904,181867.04139048114,0.0,977.0758054781592,Staples Lake,May Township,Washington,Lower St. Croix River,2.2825,0.025833333333333337,0.21685248442201435,0.005843929769557052,82002800-01,-3.680372259,0.2331675802,2.2825,0.2168524844,0,2,6,4,0,0,0,0,0,0,0,9,3,0,0,Staples Lake,Lower St. Croix River,-92.8547918,45.18394056,12,12,3.1666666667,2.25,F,Staples Lake-1,34,9.8164705882,7.4578491831,0,0,327700,116375.0,1230.0,848.0,4,0,24,28,0,193000.0,110000.0,,,0,0
28,28,82012500-01,2010,,11.13279069767442,0.0,0.0,1712.7209302325582,1.0,277881.3953488372,463581.3953488372,862.5454545454545,185700.0,182481.62790697676,11.156744186046511,1749.8837209302326,86,86,86,86,86,76,86,86,66,86,86,86,86,,6.892456686784949,0.0,0.0,856.9867409388589,0.0,113537.50819637475,185723.65208532926,405.4752266668821,93671.60659641182,214707.02739731024,6.881892599100486,638.6099319174724,Pat Lake,Grant Township,Washington,Lower St. Croix River,2.035714285714286,0.05100000000000001,0.872394708530793,0.027018512172212596,82012500-01,-3.095730636,0.5011675717,2.0357142857,0.8723947085,0,4,7,3,0,0,0,1,0,0,0,12,2,0,0,Pat Lake,Lower St. Croix River,-92.89177962,45.10283739,14,14,2.9285714286,2.1428571429,C,Pat Lake-1,30,9.4786666667,3.7295795578,0,0,508100,181100.0,2408.0,1267.0,0,0,28,30,0,422500.0,285000.0,,,0,0
29,29,19003100-01,2013,,3.003395793499044,2868.330019120459,2155.9330783938813,2320.223709369025,0.7830825116761806,111452.3135755258,339770.3632887189,605.9857382550335,228318.0497131931,226448.31281070746,2.4110554493307848,1509.74034416826,2615,2615,2615,2615,2615,1927,2615,2615,2384,2615,2615,2615,2615,,12.566836465366535,3861.4301698286217,2188.621575477595,2153.1232322963947,0.4172603184517262,117514.81432193855,251091.5379110599,483.9851023720963,209043.50261667665,245358.77566763372,13.415166046824448,851.7043309089685,Orchard Lake,Lakeville,Dakota,Lower Minnesota River,3.1035714285714286,0.0165,0.9157729576101872,0.005945263143558395,19003100-01,-4.168291169,0.3814193046,3.1035714286,0.9157729576,11,3,0,0,0,0,0,0,0,1,11,3,0,0,0,Orchard Lake,Lower Minnesota River,-93.31089353,44.7022537,14,14,1.2142857143,1.2142857143,A,Orchard Lake-1,276,0.7544927536,0.791652883,0,0,316300,219450.0,2342.0,2434.0,0,0,207,203,2,262543.5,187525.0,4498.0,2857.75,4,0
30,30,10000500-01,2013,,2.1494888366627505,885.6204465334899,0.0,1653.7875048962005,17.0,83144.94712103407,242095.88719153934,543.9229010127409,157613.72894633765,122669.30415197807,2.1300293772032903,1666.4343909126515,5106,5106,5106,5106,5106,2,5106,5106,3061,5106,5106,5106,5106,,10.172103439173751,5904.274936637814,0.0,4728.374397650536,0.0,192338.28917760492,1191777.2435434146,319.23962244286616,1096873.2591749006,224775.8534983062,12.005098584624829,716.1510453728531,Courthouse Lake,Chaska,Carver,Lower Minnesota River,3.5307692307692307,0.027923076923076925,1.4772635825429707,0.01905895038410011,10000500-01,-3.792314595,0.6800292025,3.5307692308,1.4772635825,8,2,3,0,0,0,0,0,1,0,8,2,3,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,13,13,1.6153846154,1.6153846154,B,Courthouse Lake-1,276,0.6987804878,2.9229732096,0,0,143900,91450.0,1311.5,414.0,0,0,204,0,0,161950.0,166942.0,1978.0,1424.0,10,0
31,31,27004700-01,2007,,1.055003157519014,4291.234260454134,3664.752313225886,0.0,,119918.55522912605,333527.03110842645,,213456.9479146646,197474.83718184565,0.0020427775184646228,1846.5430109003048,36421,36421,36421,36421,36421,0,36421,36421,0,36421,36421,36421,36421,,5.967619470074406,13120.714169514651,8990.417254124355,0.0,,195647.50578822254,569290.5658662771,,422960.04063119186,639419.0992036808,0.1949167310738506,496.6380737250171,Bush Lake,Bloomington,Hennepin,Lower Minnesota River,2.922,0.015999999999999997,1.5586633467723008,0.0066332495807108,27004700-01,-4.213610677,0.4073144606,2.922,1.5586633468,6,9,0,0,0,0,0,0,1,0,5,4,5,1,0,Bush Lake,Lower Minnesota River,-93.38283992,44.83809461,15,15,1.6,2.1333333333,B,Bush Lake-1,647,0.9178159126,3.3773360763,0,0,448500,379800.0,0.0,0.0,0,0,499,0,0,315700.0,307875.0,5418.0,4024.0,12,0
32,32,10005200-01,2013,,8.118549679487183,4108.900641025641,0.0,1596.3758012820515,49.0,143022.91666666663,273911.9391025641,,130889.02243589744,175924.70993589747,7.611201923076919,1285.6097756410256,1248,1248,1248,1248,1248,2,1248,1248,0,1248,1248,1248,1248,,22.63399975806423,20361.274228147133,0.0,5434.539259044762,0.0,244854.37608676683,511566.0248808904,,356726.42960829305,264640.96514062927,22.80761008488997,951.0735524309939,Reitz Lake,Laketown Township,Carver,Lower Minnesota River,1.3666666666666665,0.09266666666666666,0.5228129047119373,0.057499934123809424,10005200-01,-2.510538839,0.5032007083,1.3666666667,0.5228129047,10,2,0,0,0,0,0,1,0,0,4,8,0,0,0,Reitz Lake,Lower Minnesota River,-93.74452179,44.83862568,12,12,1.1666666667,1.6666666667,C,Reitz Lake-1,138,3.4719565217,4.9667247295,3,3,298400,405125.0,1432.0,2106.0,4,0,92,0,0,242500.0,216000.0,4356.0,4040.0,3,0
33,33,27002802-01,2005,,0.0,7784.083453237409,5561.823561151079,0.0,,143183.6510791367,415846.7086330935,,272663.0575539568,230097.4726618705,0.0,1729.6160071942443,5560,5560,5560,5560,5560,0,5560,5560,0,5560,5560,5560,5560,,0.0,87181.52560420679,52708.76675729229,0.0,,652357.3489253164,2674678.939336508,,2061661.4095408246,2469163.294518375,0.0,632.7482385316283,Cornelia Lake,Edina,Hennepin,Lower Minnesota River,0.4199999999999999,0.1558,0.11822765233978798,0.038550976353106524,27002802-01,-1.884895751,0.2355455961,0.42,0.1182276523,0,0,0,10,0,1,0,0,0,0,0,2,6,2,0,Cornelia Lake,Lower Minnesota River,-93.33952406,44.88277422,10,10,4.0,3.0,F,Cornelia Lake-1,624,,,0,0,354800,173300.0,0.0,0.0,0,0,541,0,0,230000.0,216325.0,4160.5,1930.25,22,0
34,34,27010700-01,2012,,1.106787759316625,10531.17741481273,6261.36008636065,165.75931662442503,,142999.8028724303,436923.6271472825,550.1022364217254,292333.81207171694,299534.0733126819,0.0,1843.5902562658407,10653,10653,10653,10653,10653,0,10653,10653,939,10653,10653,10653,10653,,2.5649963542155225,55263.036939246,30084.14678839665,565.3160206801905,,399096.04290168174,1615868.2017266734,180.72512136924138,1289610.3333173192,1564143.8217574772,0.0,499.92654684539633,Parkers Lake,Plymouth,Hennepin,Mississippi River - Twin Cities,2.6909090909090905,0.03154545454545455,0.8275923458497493,0.02385105295941308,27010700-01,-3.646325724,0.6009277509,2.6909090909,0.8275923458,1,9,1,0,0,0,0,0,1,0,0,10,1,0,0,Parkers Lake,Mississippi River - Twin Cities,-93.47113278,44.99224427,11,11,2.0,2.0909090909,B,Parkers Lake-1,710,0.6988559322,3.6503876629,0,0,190700,110900.0,0.0,0.0,0,0,551,0,0,172965.0,139000.0,2801.0,2219.5,17,0
35,35,82014800-01,2008,,20.54884422110552,327498.4924623116,0.0,0.0,,227355.2763819096,378313.0653266332,,140317.0854271357,50454.04020100502,19.567889447236176,1174.9899497487438,199,199,199,199,199,0,199,199,0,199,199,199,199,,24.668407210721856,226928.76279033965,0.0,0.0,,206863.87623924646,245049.7606241852,,140117.83464427985,124337.29119603688,25.52647303929981,966.1986693146248,Plaisted Lake,Hugo,Washington,Lower St. Croix River,1.545714285714286,0.07342857142857143,0.8729485884605337,0.03946668275417948,82014800-01,-2.748313661,0.5895665713,1.5457142857,0.8729485885,0,1,4,2,0,0,0,1,0,0,0,3,2,2,0,Plaisted Lake,Lower St. Croix River,-92.91253316,45.15178288,7,7,3.1428571429,2.8571428571,C,Plaisted Lake-1,24,19.492727273,16.116057116,0,0,236700,161925.0,0.0,0.0,2,24,0,0,0,,,215350.0,176775.0,0,0
36,36,82010900-01,2009,,7.653428571428575,868986.6666666665,0.0,1824.857142857143,,639203.8095238096,874344.7619047619,,235140.9523809524,249667.40952380953,29.569238095238088,1521.752380952381,105,105,105,105,105,0,105,105,0,105,105,105,105,,36.8411957917036,1616884.8743605397,0.0,1076.3621104707943,,1674239.1830621846,1616198.8072671387,,155099.27385092506,261714.94295683238,100.31738569406023,854.904276928489,Eagle Point Lake,Lake Elmo,Washington,Lower St. Croix River,0.631,0.1385,0.18526197667087546,0.0007071067811865483,82010900-01,-1.97689147,0.0051054863,0.631,0.1852619767,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,Eagle Point Lake,Lower St. Croix River,-92.91155837,44.9770946,2,2,4.0,3.0,F,Eagle Point Lake-1,7,95.073333333,133.93292809,0,0,7000000,2700000.0,0.0,0.0,0,6,0,0,0,,,7000000.0,2700000.0,0,0
37,37,19000600-03,2013,,19.128306504961408,1693.7592061742007,1825.689525909592,1149.0893054024255,0.5071664829106945,148372.41455347298,238275.1047409041,330.8130099228225,89902.6901874311,45404.2460859978,0.0,995.9898566703416,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,4535,,33.070968044369344,1751.7656255976126,2216.480846407345,1520.4365934422522,0.5743213116096167,206563.23912988018,239001.6369241677,465.30848403842026,122888.22077517785,98229.56862568214,0.0,984.4509038872396,Byllesby Lake,Randolph Township,Dakota,Cannon River,0.9854166666666666,0.16918918918918924,0.4525481398045733,0.08644389247683462,19000600-03,-1.88350126,0.4632317518,0.9854166667,0.4525481398,0,0,2,22,0,0,2,0,0,0,0,1,23,0,0,Byllesby Lake,Cannon River,-92.97382842,44.5163533,24,24,3.9166666667,2.9583333333,D,Byllesby Lake-1,504,1.7484722222,6.3108218335,0,0,192750,314700.0,652.0,2434.0,22,0,371,256,4,157500.0,338875.0,1503.0,2362.0,4,0
38,38,19002601-01,2013,,2.7171638541099608,4350.093786453068,2924.283147989735,3072.1206936775798,0.8397111913357401,108343.1137724551,327308.2899136791,462.1726498447823,218746.2633175208,190092.83816782018,0.6217466365969361,1606.0045104596002,12859,12859,12859,12859,12859,11080,12859,12859,12563,12859,12859,12859,12859,,8.999761494505512,16362.959542742417,19050.500806355183,12910.86076310644,2.052108588583604,244232.2736968729,1039612.319039761,407.6882513377297,923236.3762245248,228395.41818992406,3.845805727836808,785.4862972128943,Marion Lake,Lakeville,Dakota,Mississippi River - Lake Pepin,2.0142857142857147,0.02371428571428572,0.5036133175625656,0.013199234077012964,19002601-01,-3.88187857,0.5562501734,2.0142857143,0.5036133176,13,1,0,0,0,0,0,0,1,0,8,6,0,0,0,Marion Lake,Mississippi River - Lake Pepin,-93.27557035,44.65825741,14,14,1.0714285714,1.4285714286,B,Marion Lake-1,487,1.2105555556,5.0572002258,0,0,262800,196000.0,2192.0,1998.0,22,0,359,371,2,215000.0,147000.0,3418.0,2356.5,10,0
39,39,70002600-01,2009,,0.6077235023041477,0.0,0.0,1211.7847926267282,,115530.82949308756,317661.1520737327,613.9211183225162,202130.32258064515,179098.83870967742,0.3645207373271889,1831.4087557603686,2170,2170,2170,2170,2170,0,2170,2170,2003,2170,2170,2170,2170,,3.039711088442345,0.0,0.0,566.896159085482,,137495.65969512015,189303.23825636887,279.0395629487992,101685.02222973538,197620.9655237548,5.848724818029486,529.0969125276648,Lower Prior Lake,Prior Lake,Scott,Lower Minnesota River,3.1866666666666665,0.025666666666666664,1.3736638529685423,0.015323495809035347,70002600-01,-3.777051923,0.4546778335,3.1866666667,1.373663853,8,7,0,0,0,0,0,0,0,1,4,7,4,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,15,15,1.4666666667,2.0,A,Lower Prior Lake-1,1260,0.5642222222,2.3254470883,0,0,260450,214500.0,1232.0,534.25,2,0,1105,0,0,216500.0,161000.0,,,0,0
40,40,70009500-01,2013,,0.9239464753224088,0.0,0.0,1329.766508290507,,76972.76253272567,270666.2464850189,578.0139303482588,193693.34820129926,204116.1956753612,0.6276098128575586,1832.3656549985456,10313,10313,10313,10313,10313,0,10313,10313,9045,10313,10313,10313,10313,,4.314582875065471,0.0,0.0,4098.3732825128745,,217410.5532301444,1182445.525584017,300.6707300495566,1044379.1010885388,439920.7900795233,4.511192442351415,548.6256064588625,O'Dowd Lake,Shakopee,Scott,Lower Minnesota River,1.492307692307692,0.02925,0.6317456482656325,0.012519984025548915,70009500-01,-3.634274274,0.5001065639,1.4923076923,0.6317456483,10,2,0,0,0,0,0,1,0,0,7,6,0,0,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,12,13,1.1666666667,1.4615384615,C,O'Dowd Lake-1,335,2.161761194,5.8787442294,0,0,274600,374400.0,1332.0,1801.0,2,0,192,0,0,305000.0,343124.25,,,0,0
41,41,19004700-01,2007,,1.7295688689809638,6408.394736842104,5574.207726763719,4758.862821948488,0.7841105354058722,169360.19036954088,502603.9753639418,,333243.7849944009,139151.67245240766,0.0,1595.627659574468,3474,3572,3572,3572,3572,3474,3572,3572,0,3572,3572,3572,3572,,5.834563838224598,31211.16216136037,21667.434948377988,23673.02685872293,0.43331030208899896,410291.03242783016,1308474.658908515,,983551.7809307554,232291.54229814128,0.0,787.9862069426761,Hornbean Lake,Sunfish Lake,Dakota,Mississippi River - Twin Cities,1.4625,0.047,0.8016723591521485,0.02615339366124404,19004700-01,-3.18660278,0.5367307026,1.4625,0.8016723592,0,1,2,4,0,0,0,1,0,0,0,3,0,4,0,Hornbean Lake,Mississippi River - Twin Cities,-93.10364718,44.86312167,7,7,3.4285714286,3.1428571429,C,Hornbean Lake-1,121,2.7192035398,5.8353225737,0,0,470500,429900.0,3259.0,2495.0,1,0,92,92,0,228910.0,180460.0,4036.0,2872.5,4,0
42,42,10000700-01,2010,,0.896192392099488,5368.7856620336515,4482.489027066569,2094.749085588881,7.0,146449.524506218,417669.3123628383,595.96875,271219.7878566203,294373.3489392831,0.374414776883687,1774.3547915142651,2734,2734,2734,2734,2734,2,2734,2734,192,2734,2734,2734,2734,,4.2560174942521165,10382.383549512631,6835.370084077728,3398.285061130724,0.0,270188.7582079915,558526.6738604143,315.64674579072124,377623.7397629988,323087.5654963998,4.428544613768412,612.7892352629009,Lucy Lake,Chanhassen,Carver,Lower Minnesota River,1.5916666666666668,0.04183333333333333,1.0483392349402705,0.017647216279749123,10000700-01,-3.243250866,0.3751734763,1.5916666667,1.0483392349,5,7,0,0,0,0,0,1,0,0,4,4,4,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,12,12,1.5833333333,2.0,C,Lucy Lake-1,262,0.9958015267,1.3576684173,0,0,503700,421925.0,2346.0,1567.0,0,0,0,0,0,412000.0,440010.0,6216.0,5540.0,10,0
43,43,10009500-01,2012,,15.80925081433224,2795.809446254072,0.0,1222.0537459283387,,134998.20846905536,235575.57003257328,,100577.36156351793,116589.71172638435,15.88827361563518,1261.7100977198695,614,614,614,614,614,0,614,614,0,614,614,614,614,,32.63769252469703,4022.0885719684143,0.0,1729.4958544751214,,178043.48162957816,234168.66843145352,,119809.98846750455,184569.97332386763,33.188082364669675,950.748651861761,Swede Lake,Watertown Township,Carver,South Fork Crow River,0.3428571428571428,0.3673571428571429,0.07559289460184546,0.12799255215282412,10009500-01,-1.062542547,0.369708948,0.3428571429,0.0755928946,0,0,0,14,0,1,0,0,0,0,0,6,8,0,0,Swede Lake,South Fork Crow River,-93.8182476,44.930824,14,14,4.0,2.5714285714,F,Swede Lake-1,28,10.026428571,17.856390953,0,0,212350,321825.0,1678.0,2434.0,2,0,21,0,0,147500.0,224625.0,3199.0,3442.5,2,0
44,44,82011301-01,2009,,4.820425531914894,886041.8439716313,0.0,1580.893617021277,,282900.0,909981.560283688,,627081.5602836879,533402.1347517731,4.109999999999999,1131.5531914893618,282,282,282,282,282,0,282,282,0,282,282,282,282,,8.362482720819251,2866902.600868956,0.0,1600.9885011495887,,347643.59976204945,2866772.990790583,,2627210.203138248,3219842.88810304,8.609702546310354,989.9162294298998,Goose Lake,Lake Elmo,Washington,Lower St. Croix River,0.5932857142857146,0.19344117647058828,0.6654385803375701,0.17055367788763226,82011301-01,-1.983785657,0.8382382698,0.5932857143,0.6654385803,0,2,7,22,4,3,0,1,0,0,0,3,14,18,0,Goose Lake,Lower St. Croix River,-92.91197724,44.96377696,35,35,3.8,3.4285714286,F,Goose Lake-2,79,2.0897435897,2.6632081885,0,0,243200,463600.0,0.0,2925.0,0,78,0,0,0,370750.0,328250.0,243200.0,511600.0,0,0
45,45,82001000-01,2012,,4.750473186119873,0.0,5439.722397476341,2058.0252365930605,0.8107255520504731,139687.06624605678,515451.1041009464,1012.7131147540983,375764.0378548896,235812.07570977922,0.0,1590.7381703470032,634,634,634,634,634,634,634,634,488,634,634,634,634,,10.748497029879742,0.0,15440.548473872292,1335.6529472773382,0.4155110031679597,193110.23198316735,1233661.9789346359,436.1383552969404,1115878.7660713058,360992.58469003,0.0,793.1413044403156,McDonald Lake,Baytown Township,Washington,Lower St. Croix River,1.6287142857142858,0.08385714285714285,0.3260504635204568,0.033097978646379464,82001000-01,-2.53249855,0.3365678476,1.6287142857,0.3260504635,0,5,2,0,0,0,0,1,0,0,0,7,0,0,0,McDonald Lake,Lower St. Croix River,-92.84392332,45.01696278,7,7,2.2857142857,2.0,C,McDonald Lake-1,132,3.6651515152,1.3636684274,0,0,550100,209800.0,3079.0,862.0,0,0,118,116,2,387245.0,624500.0,,,2,0
46,46,82010100-01,2014,,2.8410071942446047,0.0,2901.89928057554,1253.3453237410072,0.6474820143884892,204626.618705036,378774.8201438849,725.68,174148.20143884892,118951.6618705036,0.0,1272.5035971223022,278,278,278,278,278,278,278,278,150,278,278,278,278,,9.75860551786871,0.0,2258.6382923494753,1135.8811189654034,0.4786157741259026,254460.40327330484,464031.11950504046,288.64125849812694,284848.96101692447,194338.4921220393,0.0,940.8235763372792,DeMontreville Lake,Lake Elmo,Washington,Lower St. Croix River,2.8400000000000003,0.01725,1.1362846725811526,0.007280109889280521,82010100-01,-4.146774443,0.4368113048,2.84,1.1362846726,13,1,0,0,0,0,0,0,0,1,7,4,4,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,14,15,1.0714285714,1.8,A,DeMontreville Lake-1,254,1.8196850394,8.2770626377,0,0,332300,416700.0,1312.0,2010.0,0,0,176,162,0,290000.0,327500.0,,,0,0
47,47,02065400-01,2009,,0.5691897689768975,3113.8599245638848,2445.369919849128,1233.446228194248,0.2262268918739194,75727.08156529939,233805.3253182461,61.51528751753155,157973.14238566713,141224.31289486092,0.08513955681282412,1821.7653701084396,42420,42420,42420,42420,42420,30076,42420,42420,3565,42420,42420,42420,42420,,2.405742294777517,10265.379455700608,6483.9717692084805,6646.586799676217,3.984995766969656,161216.15018369386,441357.31494088325,173.82515404798733,343507.444474799,3066700.7031059223,1.3611570259782462,535.5189358482438,Cenaiko Lake,Coon Rapids,Anoka,Mississippi River - Twin Cities,1.9545454545454544,0.021923076923076927,0.6361817922003684,0.016660639935996546,02065400-01,-4.074309429,0.7542173061,1.9545454545,0.6361817922,13,0,0,0,0,0,0,0,1,0,6,6,1,0,0,Cenaiko Lake,Mississippi River - Twin Cities,-93.30035632,45.14036824,13,13,1.0,1.6153846154,B,Cenaiko Lake-1,1895,1.0229551451,4.7338766789,0,0,205500,132000.0,1040.0,1408.0,0,0,1544,0,0,188000.0,133000.0,2504.0,1864.0,48,0
48,48,13005700-01,2007,,0.0,0.0,0.0,0.0,,128712.1387283237,312275.72254335263,,183563.58381502892,109511.21387283238,5.787745664739883,1635.942196531792,346,346,346,346,346,0,346,346,0,346,346,346,346,,0.0,0.0,0.0,0.0,,55196.472503791934,154935.71734866686,,124049.64271783852,147151.91070516285,6.7387425915252335,750.7296293335036,School Lake,Wyoming Township,Chisago,Lower St. Croix River,1.4369999999999998,0.05185714285714287,0.3611827792129631,0.01818816988620691,13005700-01,-3.008711406,0.3348214137,1.437,0.3611827792,2,2,2,1,0,0,0,1,0,0,0,4,1,2,0,School Lake,Lower St. Croix River,-92.91277939,45.30333408,7,7,2.2857142857,2.7142857143,C,School Lake-1,13,,,0,0,317900,83300.0,0.0,0.0,0,13,0,0,0,129900.0,85400.0,,,0,0
49,49,82001501-01,2007,,0.0,0.0,0.0,0.0,,217253.73134328358,389438.80597014923,,172185.07462686568,52051.13432835821,8.205373134328356,1477.2835820895525,134,134,134,134,134,0,134,134,0,134,134,134,134,,0.0,0.0,0.0,0.0,,122537.5490444542,189960.0994552007,,104931.03392620057,93035.4627149418,9.135893572250248,864.816027303963,Herber Pond,Stillwater Township,Washington,Lower St. Croix River,1.1758571428571432,0.11457142857142855,0.3257357971175559,0.04678980352903519,82001501-01,-2.235899868,0.4001943475,1.1758571429,0.3257357971,0,1,2,4,0,0,1,0,0,0,0,5,2,0,0,Herber Pond,Lower St. Croix River,-92.84272295,45.10539997,7,7,3.4285714286,2.2857142857,D,Herber Pond-1,28,,,0,0,425550,430950.0,0.0,0.0,0,27,0,0,0,49000.0,0.0,,,0,0
